category,file,status,error,mean_similarity,min_similarity,max_similarity,std_similarity,ref_to_hyp_mean,hyp_to_ref_mean,num_chunks_ref,num_chunks_hyp
3.delete,141_NQ-CP_708014.txt,ok,,0.815508,0.746186,0.900581,0.039028,0.858184,0.874088,5,4
3.delete,142_2025_QH15_675210.txt,ok,,0.839430,0.290576,0.920144,0.047830,0.890986,0.874343,153,153
3.delete,143_2025_QH15_681550.txt,ok,,0.793316,0.451953,0.982660,0.073736,0.883106,0.881993,136,135
3.delete,143_NQ-CP_709397.txt,ok,,0.798764,0.695249,0.909220,0.069415,0.859715,0.849266,3,3
3.delete,144_2025_QH15_675260.txt,ok,,0.842082,0.650017,0.905533,0.040166,0.884599,0.885769,41,40
3.delete,145_2025_QH15_684669.txt,ok,,0.839136,0.747600,0.887435,0.020927,0.869188,0.867262,39,39
3.delete,146_2025_QH15_675259.txt,ok,,0.808500,0.447711,0.918025,0.065671,0.876846,0.880789,211,210
3.delete,147_2025_QH15_675265.txt,ok,,0.826894,0.520363,0.899290,0.056231,0.873085,0.874814,44,44
3.delete,148_2025_QH15_m_675262.txt,ok,,0.840767,0.675025,0.895592,0.024917,0.874137,0.871281,63,63
3.delete,148_NQ-CP_710006.txt,ok,,0.839064,0.540519,0.989057,0.049798,0.895827,0.889505,126,125
3.delete,149_2025_QH15_679698.txt,ok,,0.768654,0.681341,0.880251,0.069705,0.847123,0.814901,3,3
3.delete,14_2022_QH15_519327.txt,ok,,0.844691,0.687567,0.899576,0.025052,0.880320,0.879776,79,78
3.delete,14_2026_NQ-HDND_707808.txt,ok,,0.846557,0.675580,0.945116,0.044052,0.899818,0.896396,18,18
3.delete,14_2026_NQ-HDND_709408.txt,ok,,0.798922,0.608086,0.927155,0.085016,0.882850,0.890657,9,8
3.delete,14_2026_NQ-HDND_710206.txt,ok,,0.807160,0.566984,0.908202,0.058365,0.874765,0.875144,38,38
3.delete,14_NQ-HDND_707830.txt,ok,,0.776606,0.629245,0.882262,0.068817,0.865085,0.861852,7,7
3.delete,150_2025_QH15_685773.txt,ok,,0.839553,0.765849,0.914980,0.021528,0.878637,0.872329,41,41
3.delete,15_2023_QH15_372143.txt,ok,,0.827949,0.610115,0.904077,0.030711,0.874978,0.867643,165,164
3.delete,15_2026_NQ-HDND_707809.txt,ok,,0.833910,0.722299,0.918413,0.040441,0.882845,0.883701,11,11
3.delete,15_2026_NQ-HDND_707811.txt,ok,,0.832085,0.772656,0.901739,0.036456,0.878062,0.877861,5,5
3.delete,15_2026_NQ-HDND_709741.txt,ok,,0.818499,0.593954,0.946205,0.051435,0.879823,0.884825,127,124
3.delete,15_NQ-HDND_707829.txt,ok,,0.842459,0.674216,0.939628,0.057102,0.908203,0.906755,13,13
3.delete,16_2023_QH15_519324.txt,ok,,0.836319,0.659792,0.907287,0.026144,0.877687,0.874259,136,136
3.delete,16_2026_NQ-HDND_707769.txt,ok,,0.836274,0.670966,0.939584,0.052046,0.899849,0.892780,10,10
3.delete,16_2026_NQ-HDND_707810.txt,ok,,0.842446,0.719880,0.938851,0.051134,0.909918,0.903986,7,7
3.delete,17_2023_QH15_499239.txt,ok,,0.835169,0.585415,0.913375,0.029077,0.882848,0.878137,185,185
3.delete,17_2026_NQ-HDND_709410.txt,ok,,0.823711,0.700212,0.930455,0.048539,0.895781,0.891243,10,10
3.delete,18_2023_QH15_519325.txt,ok,,0.826062,0.537082,0.905730,0.046226,0.870532,0.870633,71,70
3.delete,18_2026_NQ-HDND_709411.txt,ok,,0.813430,0.646302,0.942031,0.067703,0.908087,0.902805,8,8
3.delete,18_NQ-HDND_707827.txt,ok,,0.821298,0.672056,0.906304,0.078935,0.898053,0.893770,3,3
3.delete,19_2023_QH15_m_500102.txt,ok,,0.841967,0.731003,0.918855,0.026831,0.884300,0.882894,114,113
3.delete,19_2026_NQ-HDND_709412.txt,ok,,0.791080,0.550135,0.932548,0.076930,0.890488,0.888465,30,30
3.delete,20_2023_QH15_m_513347.txt,ok,,0.834183,0.724259,0.903982,0.024665,0.874343,0.872071,63,63
3.delete,20_2026_NQ-HDND_709415.txt,ok,,0.825436,0.693847,0.915527,0.054767,0.894603,0.894678,8,7
3.delete,20_2026_NQ-HDND_709736.txt,ok,,0.767071,0.291166,0.933670,0.133490,0.832916,0.876592,47,46
3.delete,20_NQ-HDND_707825.txt,ok,,0.828460,0.717489,0.901098,0.051783,0.872073,0.880792,6,5
3.delete,21_2026_NQ-HDND_709413.txt,ok,,0.834819,0.612116,0.920706,0.051761,0.894472,0.879490,16,16
3.delete,21_2026_NQ-HDND_709737.txt,ok,,0.838386,0.636828,0.923691,0.035407,0.881463,0.876092,65,64
3.delete,21_NQ-HDND_707824.txt,ok,,0.771303,0.622974,0.911860,0.094947,0.860581,0.891887,5,4
3.delete,22_2026_NQ-HDND_709414.txt,ok,,0.836033,0.669546,0.917135,0.052750,0.889321,0.895169,15,14
3.delete,22_2026_NQ-HDND_709738.txt,ok,,0.828723,0.682786,0.923829,0.038966,0.878465,0.879306,33,34
3.delete,23_2023_QH15_m_563579.txt,ok,,0.820759,0.657523,0.887633,0.040078,0.864729,0.863347,19,19
3.delete,23_2026_NQ-HDND_709416.txt,ok,,0.825330,0.650528,0.945943,0.044372,0.884435,0.880213,22,22
3.delete,23_2026_NQ-HDND_709739.txt,ok,,0.813937,0.578805,0.965679,0.078323,0.896084,0.896654,13,13
3.delete,23_NQ-HDND_707612.txt,ok,,0.822889,0.672124,0.933845,0.062862,0.895082,0.889796,4,4
3.delete,23_NQ-HDND_707821.txt,ok,,0.819410,0.703006,0.886433,0.050063,0.870048,0.864646,4,4
3.delete,23_NQ-HDND_709740 (1).txt,ok,,0.822069,0.561478,0.915250,0.061291,0.888062,0.877492,10,10
3.delete,23_NQ-HDND_709740.txt,ok,,0.822069,0.561478,0.915250,0.061291,0.888062,0.877492,10,10
3.delete,24_2023_QH15_535782.txt,ok,,0.839414,0.615254,0.906278,0.028469,0.881280,0.876789,116,116
3.delete,24_2026_NQ-HDND_709417.txt,ok,,0.826697,0.666378,0.928250,0.058135,0.901056,0.902380,8,7
3.delete,24_2026_NQ-HDND_709733.txt,ok,,0.837759,0.654665,0.941354,0.032222,0.884233,0.882838,55,55
3.delete,24_NQ-HDND_707611.txt,ok,,0.847595,0.675410,0.914760,0.053565,0.896890,0.894636,7,7
3.delete,24_NQ-HDND_707820.txt,ok,,0.826252,0.691298,0.906756,0.055543,0.888528,0.876914,4,4
3.delete,25_2023_QH15_548477.txt,ok,,0.852258,0.724366,0.910627,0.022779,0.888173,0.884189,63,63
3.delete,25_2026_NQ-HDND_709430.txt,ok,,0.832780,0.720661,0.925641,0.055365,0.898595,0.900447,7,6
3.delete,25_2026_NQ-HDND_709752.txt,ok,,0.823420,0.635145,0.930869,0.045358,0.879563,0.874194,24,23
3.delete,26_2023_QH15_m_552422.txt,ok,,0.843017,0.624971,0.904776,0.037887,0.879694,0.883505,68,67
3.delete,26_2026_NQ-HDND_709418.txt,ok,,0.840596,0.679650,0.925027,0.051767,0.895842,0.895900,20,19
3.delete,26_2026_NQ-HDND_709750.txt,ok,,0.830318,0.669703,0.921043,0.033201,0.884715,0.878974,117,116
3.delete,26_NQ-HDND_709743.txt,ok,,0.830039,0.633692,0.924766,0.042297,0.879177,0.875514,27,27
3.delete,278_NQ-UBTVQH16_709850.txt,ok,,0.821986,0.701278,0.948465,0.049865,0.890335,0.880794,15,15
3.delete,279_NQ-UBTVQH16_709851.txt,ok,,0.830716,0.601767,0.927908,0.042775,0.869525,0.869352,39,38
3.delete,27_2023_QH15_528669.txt,ok,,0.833551,0.683000,0.939724,0.027634,0.885353,0.881590,378,366
3.delete,27_2026_NQ-HDND_709419.txt,ok,,0.812094,0.469451,0.924781,0.098412,0.871978,0.888640,13,12
3.delete,27_2026_NQ-HDND_709748.txt,ok,,0.851715,0.658440,0.932474,0.040793,0.902205,0.900598,31,31
3.delete,28_2023_QH15_583801.txt,ok,,0.857198,0.683562,0.919056,0.024974,0.895405,0.893382,170,169
3.delete,28_2026_NQ-CP_710007.txt,ok,,0.831839,0.722844,0.928190,0.047090,0.893127,0.897513,9,9
3.delete,28_2026_NQ-HDND_709420.txt,ok,,0.791129,0.407241,0.913079,0.119244,0.894394,0.856807,10,10
3.delete,28_2026_NQ-HDND_710200.txt,ok,,0.795643,0.442990,0.928522,0.065057,0.868940,0.863857,42,42
3.delete,29_2023_QH15_530116.txt,ok,,0.842887,0.687564,0.932494,0.026006,0.890190,0.883008,153,152
3.delete,29_2026_NQ-HDND_709421.txt,ok,,0.826412,0.734531,0.927016,0.046482,0.893346,0.894234,15,15
3.delete,30_2023_QH15_445699.txt,ok,,0.822533,0.327102,0.897980,0.081193,0.860669,0.865364,39,38
3.delete,30_2026_NQ-HDND_709429.txt,ok,,0.808661,0.690981,0.905196,0.049101,0.878171,0.875027,8,8
3.delete,31_2024_QH15_523642.txt,ok,,0.825888,0.581679,0.929077,0.029283,0.874002,0.872961,586,583
3.delete,31_2026_NQ-HDND_709428.txt,ok,,0.824518,0.621108,0.913636,0.067077,0.876696,0.889169,12,11
3.delete,32_2024_QH15_m_577203.txt,ok,,0.835338,0.573059,0.935919,0.028068,0.892203,0.877495,322,322
3.delete,32_2026_NQ-HDND_709422.txt,ok,,0.843319,0.736095,0.948281,0.048262,0.901852,0.901578,6,6
3.delete,33_2024_QH15_545181.txt,ok,,0.837453,0.609910,0.904888,0.029406,0.875513,0.870967,81,81
3.delete,33_2026_NQ-HDND_709423.txt,ok,,0.808053,0.655536,0.925678,0.062229,0.872881,0.887017,9,8
3.delete,34_2024_QH15_580434.txt,ok,,0.850740,0.674600,0.945334,0.030332,0.906354,0.889778,146,146
3.delete,34_NQ-HDND_709431.txt,ok,,0.827976,0.725036,0.925007,0.057543,0.902669,0.898223,4,4
3.delete,3579_QD-UBND_708038.txt,ok,,0.843664,0.640516,0.898012,0.042613,0.882752,0.879044,22,21
3.delete,35_2024_QH15_588811.txt,ok,,0.842408,0.706354,0.917541,0.024922,0.886163,0.878789,163,163
3.delete,35_NQ-HDND_707110.txt,ok,,0.874800,0.645074,0.961239,0.042275,0.926964,0.928568,117,99
3.delete,36_2024_QH15_444251.txt,ok,,0.822581,0.495953,0.937751,0.042479,0.890207,0.878677,182,182
3.delete,36_NQ-HDND_707610.txt,ok,,0.833511,0.626169,0.941387,0.051045,0.897832,0.895998,23,23
3.delete,37_2024_QH15_588810.txt,ok,,0.826024,0.502290,0.914812,0.043009,0.871870,0.872004,69,69
3.delete,38_2024_QH15_555033.txt,ok,,0.859606,0.681342,0.930487,0.021053,0.895012,0.888475,120,120
3.delete,38_2026_QD-UBND_708135.txt,ok,,0.806370,0.586112,0.905498,0.063469,0.868668,0.871239,18,17
3.delete,39_2024_QH15_575158.txt,ok,,0.843629,0.660030,0.919556,0.024204,0.890795,0.881543,172,172
3.delete,40_2024_QH15_564046.txt,ok,,0.821661,0.742006,0.887081,0.025684,0.864432,0.853109,17,17
3.delete,40_NQ-HDND_707111.txt,ok,,0.858774,0.629934,0.935382,0.037985,0.906495,0.903857,52,53
3.delete,41_2019_QH14_387991.txt,ok,,0.850098,0.618801,0.931617,0.029301,0.901075,0.893894,344,344
3.delete,41_2024_QH15_557190.txt,ok,,0.812474,0.586928,0.929247,0.032919,0.867678,0.862383,207,207
3.delete,42_NQ-HDND_707609.txt,ok,,0.826856,0.658321,0.916932,0.049136,0.883833,0.888355,11,10
3.delete,43_2019_QH14_367665.txt,ok,,0.839498,0.341401,0.905198,0.050097,0.875374,0.877603,112,111
3.delete,43_2024_QH15_612195.txt,ok,,0.739477,0.525350,0.880940,0.100494,0.807891,0.843695,5,4
3.delete,44_2024_QH15_583839.txt,ok,,0.821794,0.641662,0.887976,0.035699,0.860900,0.865514,71,70
3.delete,44_NQ-HDND_707608.txt,ok,,0.820708,0.707818,0.923681,0.074166,0.880389,0.911680,4,3
3.delete,45_2019_QH14_333670.txt,ok,,0.835851,0.481953,0.910194,0.033164,0.874716,0.878563,209,208
3.delete,45_2024_QH15_583769.txt,ok,,0.849437,0.694000,0.918393,0.024487,0.890767,0.887669,196,194
3.delete,45_NQ-HDND_707607.txt,ok,,0.800995,0.726150,0.910388,0.073805,0.850164,0.901354,3,2
3.delete,46_2019_QH14_398157.txt,ok,,0.850666,0.648062,0.912124,0.031734,0.885650,0.886279,57,56
3.delete,46_2024_QH15_524982.txt,ok,,0.832302,0.657499,0.910530,0.025359,0.875215,0.871002,117,117
3.delete,46_2026_QD-UBND_708335.txt,ok,,0.881110,0.842852,0.935774,0.032856,0.920698,0.920698,3,3
3.delete,46_NQ-HDND_707606.txt,ok,,0.858452,0.686995,0.921833,0.034031,0.897433,0.890823,44,44
3.delete,47_2019_QH14_411945.txt,ok,,0.816151,0.450534,0.902390,0.069806,0.873168,0.866721,28,28
3.delete,47_2024_QH15_583645.txt,ok,,0.846873,0.650089,0.909433,0.034178,0.890000,0.887065,121,120
3.delete,47_NQ-HDND_707603.txt,ok,,0.817935,0.489000,0.926866,0.051446,0.885595,0.878770,73,73
3.delete,48_2019_QH14_366794.txt,ok,,0.844124,0.692685,0.916134,0.027504,0.886181,0.879617,65,64
3.delete,48_2024_QH15_556390.txt,ok,,0.838168,0.647048,0.916909,0.036795,0.881935,0.879135,49,49
3.delete,49_2019_QH14_402073.txt,ok,,0.820941,0.680064,0.898656,0.028341,0.862021,0.860507,75,75
3.delete,49_2024_QH15_548487.txt,ok,,0.846904,0.489686,0.924165,0.048513,0.889427,0.891134,61,60
3.delete,50_2019_QH14_411944.txt,ok,,0.752734,0.504829,0.906705,0.120358,0.806205,0.862464,4,3
3.delete,50_2024_QH15_445264.txt,ok,,0.850667,0.432963,0.915167,0.055905,0.890859,0.881990,55,55
3.delete,51_2019_QH14_422706.txt,ok,,0.812627,0.604175,0.921649,0.042631,0.867966,0.856891,20,20
3.delete,51_2024_QH15_m_505750.txt,ok,,0.815108,0.623896,0.926331,0.038284,0.865892,0.865694,58,57
3.delete,52_2019_QH14_405729.txt,ok,,0.820012,0.695404,0.892900,0.034068,0.867074,0.859407,36,36
3.delete,52_2024_QH15_630032.txt,ok,,0.811384,0.666553,0.946479,0.046542,0.867528,0.871208,17,17
3.delete,53_2019_QH14_351558.txt,ok,,0.851350,0.698167,0.909367,0.024430,0.887187,0.878039,47,46
3.delete,53_2024_QH15_m_607439.txt,ok,,0.835860,0.686502,0.905687,0.025466,0.878279,0.871618,69,68
3.delete,54_2019_QH14_399763.txt,ok,,0.846901,0.459394,0.913864,0.029876,0.891303,0.880962,233,233
3.delete,54_2024_QH15_578531.txt,ok,,0.849614,0.610933,0.918060,0.026442,0.892629,0.887170,191,191
3.delete,54_KH-UBND_708180.txt,ok,,0.833944,0.698204,0.917040,0.035279,0.888760,0.881722,37,37
3.delete,55_2019_QH14_410870.txt,ok,,0.816823,0.692650,0.888125,0.036904,0.854936,0.861018,23,22
3.delete,55_2024_QH15_621347.txt,ok,,0.831204,0.555439,0.906156,0.035418,0.875029,0.875068,97,97
3.delete,56_2020_QH14_422707.txt,ok,,0.844792,0.648523,0.916459,0.037594,0.885581,0.879223,42,41
3.delete,56_2024_QH15_m_622318.txt,ok,,0.831523,0.615699,0.917015,0.042502,0.881560,0.881169,70,69
3.delete,57_2020_QH14_416260.txt,ok,,0.843987,0.645642,0.903014,0.033072,0.881016,0.876803,33,32
3.delete,57_2024_QH15_623631.txt,ok,,0.834921,0.630690,0.920594,0.033550,0.880082,0.878281,92,92
3.delete,58_2020_QH14_395767.txt,ok,,0.839397,0.666473,0.907464,0.027853,0.875818,0.875448,58,57
3.delete,58_2024_QH15_m_621645.txt,ok,,0.845932,0.522370,0.908887,0.032773,0.883289,0.881722,161,161
3.delete,58_2026_NQ-HDND_709771.txt,ok,,0.846462,0.767915,0.951829,0.040945,0.903570,0.893341,5,5
3.delete,59_2020_QH14_427301.txt,ok,,0.829881,0.618615,0.912743,0.027738,0.879334,0.873966,356,355
3.delete,59_2024_QH15_606865.txt,ok,,0.821482,0.530436,0.910281,0.035576,0.878237,0.870132,258,258
3.delete,60_2020_QH14_373522.txt,ok,,0.836975,0.679040,0.908824,0.041378,0.877962,0.878475,29,28
3.delete,60_2024_QH15_m_621343.txt,ok,,0.836087,0.703886,0.898853,0.028300,0.875381,0.868366,53,52
3.delete,60_2026_NQ-HDND_709424.txt,ok,,0.837294,0.679815,0.943071,0.058545,0.897345,0.896582,7,7
3.delete,61_2020_QH14_321051.txt,ok,,0.795139,0.528287,0.983353,0.070011,0.877390,0.880108,167,167
3.delete,61_2024_QH15_613892.txt,ok,,0.836827,0.649469,0.908123,0.026659,0.884035,0.875835,182,181
3.delete,62_2020_QH14_418229.txt,ok,,0.848534,0.654948,0.921220,0.028271,0.896798,0.883839,94,93
3.delete,62_2025_QH15_643744.txt,ok,,0.796645,0.539515,0.904069,0.056522,0.843116,0.843914,19,18
3.delete,63_2020_QH14_402074.txt,ok,,0.829630,0.701099,0.909341,0.027358,0.872151,0.866197,74,73
3.delete,63_2025_QH15_639242.txt,ok,,0.833394,0.647631,0.908092,0.031655,0.873625,0.866066,46,46
3.delete,63_2026_QD-UBND_709654.txt,ok,,0.860067,0.636232,0.913142,0.040013,0.896765,0.892549,30,30
3.delete,64_2020_QH14_374160.txt,ok,,0.838148,0.672844,0.899272,0.024402,0.878583,0.872180,136,136
3.delete,64_2025_QH15_639239.txt,ok,,0.839813,0.730342,0.915487,0.025668,0.881853,0.881573,115,114
3.delete,65_2020_QH14_422708.txt,ok,,0.809184,0.624837,0.882098,0.053502,0.857188,0.852783,12,12
3.delete,65_2025_QH15_639241.txt,ok,,0.829113,0.590623,0.915532,0.035656,0.877275,0.875012,119,118
3.delete,66_2020_QH14_439845.txt,ok,,0.848416,0.740308,0.910129,0.025196,0.885646,0.884923,44,44
3.delete,66_2025_QH15_621225.txt,ok,,0.784446,0.384911,0.923092,0.088370,0.872198,0.868385,23,22
3.delete,67_2020_QH14_m_373520.txt,ok,,0.810029,0.594993,0.905775,0.038422,0.863758,0.863188,115,114
3.delete,67_2025_QH15_580594.txt,ok,,0.836712,0.723732,0.915826,0.026763,0.876414,0.876592,52,52
3.delete,68_2020_QH14_435315.txt,ok,,0.831021,0.668080,0.921674,0.033640,0.877315,0.878434,57,56
3.delete,68_2025_QH15_578018.txt,ok,,0.834544,0.630336,0.891023,0.028765,0.867943,0.869604,77,77
3.delete,69_2020_QH14_439844.txt,ok,,0.839370,0.684276,0.911539,0.027872,0.885854,0.876399,100,98
3.delete,69_2025_QH15_603983.txt,ok,,0.840571,0.508963,0.921103,0.040753,0.881958,0.880765,74,74
3.delete,70_2020_QH14_376557.txt,ok,,0.840183,0.728085,0.915066,0.025856,0.886131,0.874229,57,56
3.delete,70_2025_QH15_580121.txt,ok,,0.843620,0.698389,0.902744,0.028338,0.881483,0.877143,56,56
3.delete,70_2026_NQ-HDND_709515.txt,ok,,0.842867,0.659934,0.960171,0.057951,0.903051,0.898064,11,11
3.delete,71_2020_QH14_366792.txt,ok,,0.819365,0.664909,0.889969,0.038582,0.860266,0.866033,17,17
3.delete,71_2025_QH15_621341.txt,ok,,0.840993,0.549563,0.906984,0.038874,0.879757,0.880148,68,68
3.delete,72_2020_QH14_431147.txt,ok,,0.845073,0.563245,0.912151,0.025508,0.887161,0.884021,333,333
3.delete,72_2025_QH15_649675.txt,ok,,0.835103,0.585491,0.911365,0.033487,0.883547,0.879094,141,141
3.delete,73_2021_QH14_445185.txt,ok,,0.836895,0.715274,0.905322,0.027263,0.875104,0.874340,63,63
3.delete,73_2025_QH15_621345.txt,ok,,0.851643,0.720877,0.905474,0.022620,0.883308,0.881807,43,43
3.delete,74_2025_QH15_m_530912.txt,ok,,0.833759,0.723013,0.904869,0.026579,0.873893,0.868767,63,62
3.delete,75_2025_QH15_555035.txt,ok,,0.832759,0.613231,0.903740,0.046494,0.874685,0.878295,31,30
3.delete,76_2025_QH15_659899.txt,ok,,0.839304,0.678683,0.921665,0.046838,0.889647,0.884751,17,16
3.delete,77_2025_QH15_643029.txt,ok,,0.818814,0.533483,0.890268,0.067792,0.861440,0.876127,19,18
3.delete,78_2025_QH15_m_623226.txt,ok,,0.841565,0.638085,0.910979,0.033632,0.885112,0.877448,72,72
3.delete,79_2025_QH15_660522.txt,ok,,0.808615,0.464483,0.883576,0.067944,0.849837,0.855331,26,25
3.delete,80_2025_QH15_649688.txt,ok,,0.837387,0.760363,0.910040,0.021680,0.874474,0.869835,46,46
3.delete,81_2025_QH15_660533.txt,ok,,0.857809,0.701766,0.934513,0.029169,0.903067,0.893526,61,61
3.delete,82_2025_QH15_660530.txt,ok,,0.815993,0.644029,0.890410,0.042456,0.855863,0.864237,25,24
3.delete,83_2025_QH15_663780.txt,ok,,0.789380,0.437364,0.879262,0.072317,0.845186,0.837926,30,29
3.delete,84_2025_QH15_655378.txt,ok,,0.845071,0.585966,0.925339,0.041581,0.896945,0.883818,92,92
3.delete,85_2025_QH15_651570.txt,ok,,0.834638,0.611291,0.929207,0.045801,0.894469,0.889761,52,51
3.delete,86_2025_QH15_662377.txt,ok,,0.786513,0.524288,0.901643,0.052304,0.859018,0.861183,118,117
3.delete,87_2025_QH15_662673.txt,ok,,0.840453,0.695909,0.910085,0.034906,0.884644,0.880784,31,31
3.delete,88_2025_QH15_m_659898.txt,ok,,0.815378,0.594983,0.920663,0.047387,0.868722,0.865638,48,47
3.delete,89_2025_QH15_650061.txt,ok,,0.859748,0.287443,0.927651,0.051802,0.900083,0.894618,139,138
3.delete,8_2026_QH16_704810.txt,ok,,0.818667,0.695087,0.890179,0.035338,0.864123,0.862250,17,17
3.delete,90_2025_QH15_m_662379.txt,ok,,0.830619,0.475662,0.905192,0.042314,0.877645,0.879085,160,160
3.delete,91_2025_QH15_m_625628.txt,ok,,0.849407,0.764959,0.907534,0.022728,0.889931,0.878897,61,60
3.delete,92_2025_QH15_659897.txt,ok,,0.854053,0.775325,0.924587,0.023293,0.886974,0.883382,28,28
3.delete,93_2025_QH15_m_581164.txt,ok,,0.846751,0.632952,0.915655,0.028850,0.890760,0.886030,146,146
3.delete,94_2025_QH15_643689.txt,ok,,0.853253,0.671469,0.923582,0.026352,0.890343,0.887708,127,126
3.delete,95_2025_QH15_622480.txt,ok,,0.834494,0.696157,0.922682,0.030459,0.886486,0.874282,84,84
3.delete,96_2025_QH15_648594.txt,ok,,0.836127,0.732480,0.900826,0.035507,0.877905,0.867648,12,12
3.delete,97_2025_QH15_663709.txt,ok,,0.806687,0.659641,0.894551,0.044985,0.858357,0.864879,15,15
3.delete,98_2025_QH15_662116.txt,ok,,0.846201,0.670230,0.914248,0.032243,0.887063,0.889369,64,63
3.delete,99_2025_QH15_662829.txt,ok,,0.817139,0.526648,0.926299,0.050515,0.878995,0.873012,65,64
4.modify,01_2021_QH15_486447.txt,ok,,0.838892,0.705196,0.913316,0.033020,0.887017,0.890274,18,18
4.modify,01_2026_NQ-HDND_707600.txt,ok,,0.835096,0.690792,0.902112,0.027874,0.876217,0.874547,61,61
4.modify,01_2026_NQ-HDND_707836.txt,ok,,0.773476,0.606884,0.900587,0.097981,0.870442,0.872969,4,4
4.modify,01_2026_QH16_704788.txt,ok,,0.838621,0.737973,0.923329,0.027919,0.888058,0.877822,39,39
4.modify,02_2021_QH15_489113.txt,ok,,0.659895,0.303905,0.859150,0.197158,0.780950,0.797095,5,5
4.modify,02_2026_NQ-HDND_707102.txt,ok,,0.842752,0.669976,0.920749,0.050258,0.900119,0.895328,17,17
4.modify,02_2026_NQ-HDND_707534.txt,ok,,0.839326,0.702921,0.921596,0.027768,0.886753,0.877087,70,70
4.modify,02_2026_NQ-HDND_707835.txt,ok,,0.818896,0.653497,0.901155,0.049126,0.876134,0.872761,13,13
4.modify,02_2026_NQ-HDND_708053.txt,ok,,0.835437,0.692382,0.909688,0.049605,0.893554,0.889175,8,8
4.modify,02_2026_QH16_696077.txt,ok,,0.842847,0.725717,0.907889,0.024725,0.883195,0.881337,104,104
4.modify,02_2026_UBTVQH16_708292.txt,ok,,0.794793,0.667617,0.910956,0.077601,0.879537,0.880633,4,4
4.modify,03_2022_QH15_m_486653.txt,ok,,0.815214,0.516377,0.914062,0.063214,0.879477,0.873559,29,29
4.modify,03_2026_NQ-HDND_707107.txt,ok,,0.823551,0.717936,0.918147,0.040439,0.880743,0.876377,8,8
4.modify,03_2026_NQ-HDND_707251.txt,ok,,0.830258,0.679312,0.938898,0.053012,0.888692,0.888894,12,12
4.modify,03_2026_NQ-HDND_707834.txt,ok,,0.822682,0.656407,0.914252,0.073190,0.893271,0.892906,7,7
4.modify,03_2026_NQ-HDND_709377.txt,ok,,0.841323,0.745353,0.894307,0.037147,0.883120,0.883583,8,8
4.modify,03_2026_QH16_694806.txt,ok,,0.837273,0.728909,0.897686,0.026769,0.877559,0.871177,36,36
4.modify,04_2022_QH15_477977.txt,ok,,0.826087,0.653794,0.891115,0.032674,0.860293,0.862986,30,30
4.modify,04_2026_NQ-HDND_707101.txt,ok,,0.812095,0.646307,0.996031,0.096300,0.939914,0.939951,16,16
4.modify,04_2026_NQ-HDND_707533.txt,ok,,0.832320,0.749874,0.926803,0.050265,0.906586,0.906586,6,6
4.modify,04_2026_NQ-HDND_707833.txt,ok,,0.836671,0.578231,0.920655,0.067871,0.884113,0.891715,17,16
4.modify,04_2026_NQ-HDND_707870.txt,ok,,0.800067,0.535838,0.936381,0.075272,0.888483,0.893734,12,12
4.modify,04_2026_QH16_681012.txt,ok,,0.815093,0.667891,0.882551,0.036056,0.846472,0.859034,23,23
4.modify,05_2022_QH15_486445.txt,ok,,0.832531,0.728090,0.899679,0.026293,0.874469,0.871091,59,59
4.modify,05_2026_NQ-HDND_707049.txt,ok,,0.822969,0.638044,0.921332,0.059853,0.887110,0.887178,9,9
4.modify,05_2026_NQ-HDND_707532.txt,ok,,0.839039,0.707652,0.910157,0.029689,0.881271,0.880632,25,25
4.modify,05_2026_NQ-HDND_707602.txt,ok,,0.849948,0.748953,0.916071,0.032469,0.893928,0.893638,13,13
4.modify,05_2026_NQ-HDND_707832.txt,ok,,0.810905,0.622370,0.895482,0.060102,0.874619,0.872329,11,11
4.modify,05_2026_QH16_704792.txt,ok,,0.827180,0.646712,0.889262,0.039589,0.864796,0.866051,23,23
4.modify,06_2022_QH15_418232.txt,ok,,0.817323,0.586256,0.912676,0.037462,0.879462,0.879697,135,135
4.modify,06_2026_NQ-HDND_707048.txt,ok,,0.846269,0.776164,0.926647,0.045147,0.905619,0.905619,5,5
4.modify,06_2026_NQ-HDND_707604.txt,ok,,0.850976,0.740068,0.921010,0.063089,0.913847,0.913847,3,3
4.modify,06_2026_QH16_704653.txt,ok,,0.819336,0.628681,0.909207,0.049386,0.869536,0.878729,37,36
4.modify,07_2022_QH15_458435.txt,ok,,0.825850,0.603114,0.896053,0.029903,0.869467,0.867608,167,167
4.modify,07_2026_NQ-HDND_707047.txt,ok,,0.835264,0.650198,0.919686,0.069123,0.904860,0.903838,11,11
4.modify,07_2026_NQ-HDND_707601.txt,ok,,0.754481,0.363492,0.916522,0.141768,0.812456,0.866463,13,13
4.modify,07_2026_QH16_704791.txt,ok,,0.836932,0.601067,0.906111,0.032069,0.879436,0.870644,72,72
4.modify,08_2022_QH15_m_465916.txt,ok,,0.830116,0.638477,0.909719,0.028215,0.881196,0.868878,212,211
4.modify,08_2026_NQ-HDND_707605.txt,ok,,0.819717,0.728411,0.889981,0.056726,0.883576,0.884520,4,4
4.modify,08_2026_NQ-HDND_710089.txt,ok,,0.812354,0.698563,0.906493,0.052352,0.873833,0.877598,5,5
4.modify,09_2022_QH15_m_513345.txt,ok,,0.816297,0.594694,0.879900,0.049401,0.857543,0.862063,33,33
